SIDO_NM,VISIT_AREA_NM,VISIT_AREA_TYPE_CD
NaN,창산수목원,1
서울특별시,포포인츠 바이쉐라톤 서울강남,24
김포시,라마다앙코르바이윈덤 김포한강호텔,24
여주시,일성남한강리조트,24
서울특별시,시오,11
고양시,고양관광정보센터,12
NaN,어부네옛매운탕,11
서울특별시,닭진미,11
인천광역시,송도달빛축제공원역 인천1호선,9
인천광역시,태림봉,11
서울특별시,구일역 1호선,9
서울특별시,피앤티스퀘어,11
광주광역시,유피피컬러스튜디오,13
인천광역시,메가박스 송도,3
의정부시,건강보험심사평가원 의정부지원,23
수원시,뮤니버스,10
서울특별시,하루필름 강남역점,4
NaN,골목길 신천점,11
안산시,대부도오션시티 종합어시장,4
부천시,부천 국제애니메이션페스티벌,3
연천군,라피유,11
창원시,창원중앙역,9
NaN,천왕산캠핑장,1
고양시,홍길동생선구이,11
서울특별시,롯데호텔월드,6
서울특별시,아더 신사 스페이스,3
서울특별시,세시셀라 도산공원점,11
인천광역시,약사사,2
서울특별시,청량리역 경춘선,9
인천광역시,연경 차이나타운본점,11
부천시,이삭토스트 부천중동현대점,11
서울특별시,활명수 1897,3
강릉시,강릉대관령휴게소 강릉방향,9
남양주시,보얀트,11
과천시,국립과천과학관,3
NaN,악토버나인,11
NaN,세이스테이,24
인천광역시,메가MGC커피 인하대점,11
NaN,더마켓키친,11
남양주시,오남역 4호선,9
인천광역시,제물포역 1호선,9
인천광역시,개항면,11
서울특별시,스타벅스 적선점,11
서울특별시,띵굴스토어 성수점,10
서울특별시,아차산역 5호선,9
서울특별시,리마크빌동대문오피스텔,22
서울특별시,인사이트모션 한옥마을,7
서울특별시,파롤앤랑그 연남본점,11
수원시,매머드익스프레스 포레나광교점,11
서울특별시,서울특별시교육청 정독도서관,3
김포시,카페나울,11
서울특별시,블뤼떼,10
서울특별시,스타필드 코엑스몰,4
광명시,아이존팝 광명철산점,6
용인시,웰스톤시티앤웰스톤애비뉴,22
서울특별시,컴포즈커피 발산점,11
서울특별시,가산센트럴푸르지오시티오피스텔,22
서울특별시,건대커피랩,11
서울특별시,스마일맥주,4
서울특별시,봉추찜닭 신림점,11
인천광역시,삼미당,11
수원시,카페그루비,11
여주시,이태리회관,11
NaN,이천산수유마을  산수유 에코백 만들기 체험,13
서울특별시,공평동꼼장어 을지로점,11
파주시,카페 락가든,11
가평군,이마트24 SELF가평오하브점,10
서울특별시,서울한방진흥센터,12
인천광역시,월미도선착장,9
용인시,어반리프,13
안양시,나타드벨렘,11
서울특별시,원조만선호프 노가리체인본점,11
NaN,한탄강하늘다리,1
서울특별시,버거리 신촌점,11
서울특별시,강릉형제장칼국수 서울점,11
수원시,루다헤어 화이트점,10
서울특별시,시청역 1호선,9
서울특별시,테이블에이 본점,6
파주시,산머루농원,13
NaN,미사한강공원 1호,7
NaN,바앤복히든살롱,10
군포시,금정스크린골프,5
서울특별시,이마트트레이더스 월계점,4
NaN,슈팅몬스터 서바이벌 파크,2
NaN,삼청동거리,4
서울특별시,허수아비 돈까스카레전문점 정동점,11
가평군,가평레일파크,13
NaN,판교역,9
하남시,CU 미사로또점,10
서울특별시,브론즈윅,10
NaN,일품양평해장국,11
서울특별시,세종문화회관 미디어파사드 관람,3
서울특별시,누데이크 하우스도산,11
광주시,위베이크,11
NaN,숙소(처가),22
여주시,강남아파트,22
NaN,새뜸마을6단지메이저시티아파트,21
의왕시,의왕시청 전기차충전소,7
여주시,해슬리나인브릿지CC,24
용인시,은이성지,2
인천광역시,송도콩나물해장국밥,11
서울특별시,그랜드인터컨티넨탈 서울파르나스 로비라운지&바,11
수원시,해우재,2
서울특별시,아이플러스안과의원,12
남양주시,해자연캠핑장,1
NaN,북악스카이웨이,1
서울특별시,성수노루,11
광주시,오빌펜션,24
서울특별시,카린지 성수점,11
수원시,북수원온천,6
안산시,종이미술관,3
서울특별시,합정옥,11
서울특별시,오아시스 한남점,11
의정부시,이디야커피 의정부낙양점,11
파주시,느티나무그늘아래 캠핑장,24
양주시,브루다 양주,11
부천시,KFC 웅진플레이도시점,11
서울특별시,설빙 석촌호수동호점,11
서울특별시,머니호텔,24
광명시,기형도문학관,3
화성시,차이나팬더,11
춘천시,박가부대 춘천강원대점,11
서울특별시,돈수백 홍대직영점,11
포천시,브라운도트 포천송우점,24
서울특별시,호텔세느장,11
인천광역시,크리미데이지,11
인천광역시,크라운호프 송도한라웨스턴파크점,11
수원시,파티즈호텔,24
NaN,경춘선숲길 종점,7
시흥시,웨스트레이븐호텔,24
화성시,바링고빈스,11
고양시,을밀대 일산점,11
공주시,공주왕축밤영농조합법인,10
서울특별시,아타리,11
NaN,송이네포차,11
과천시,과천시민회관,8
양평군,양평장터마트,10
서울특별시,금국,11
포천시,프로방스빌리지,24
서울특별시,신라스테이 서초,24
인천광역시,"인천시민애집,인천구락부",2
파주시,가드너스,11
수원시,수원영동시장,4
NaN,웨스틴조선 서울 수영장,6
가평군,부손항아리막국수,11
NaN,웨스틴조선서울,24
서울특별시,올드페리도넛 가로수길점,11
성남시,태희네 착한정육식당,11
NaN,용문산빵공장,11
서울특별시,호치킨 선유도역점,11
서울특별시,신한은행 명동지점,10
서울특별시,서대문독립공원,1
여주시,여주농촌테마공원 본관,6
고양시,푸라닭치킨 고양원흥점,11
서울특별시,비반트,11
NaN,여자친구 오피스텔,22
서울특별시,상암오벨리스크2차,21
인천광역시,부평굴포누리아이뜨락 생태공원,1
김포시,명가민규태해물칼국수,11
고양시,풍산역 경의중앙선,9
군산시,군산고속버스터미널,9
고양시,호텔라엘르,24
김포시,h키친 현대프리미엄아울렛김포점,11
NaN,투바위고개식당,11
서울특별시,어퍼앤언더,11
서울특별시,쿠키샾,10
오산시,한촌설렁탕 오산점,11
NaN,개나리교,1
NaN,더벙커 펜션 주변산책,7
NaN,서울숲 곤총식물원/나비정원,6
서울특별시,멀티하우스,21
파주시,가람마을3단지동문아파트,22
서울특별시,고든램지버거,11
서울특별시,선릉역 수인분당선,9
서울특별시,제리백 에스플래닛,10
서울특별시,세종문화회관 대극장,3
서울특별시,스타벅스 서울타워점,11
서울특별시,서두산딤섬만두,11
서울특별시,넘버25호텔 동대문점,24
인천광역시,충청도7호,11
NaN,청계산등산로입구,7
수원시,행궁호두,11
NaN,그린하우스,22
하남시,흠커피,11
서울특별시,IMT모텔,24
인천광역시,인천대공원 목재문화체험관,13
용인시,롯데프리미엄아울렛 기흥점,24
인천광역시,더비기닝,11
서울특별시,오리엔스호텔앤레지던스,24
NaN,한남버스정류장,9
서울특별시,레종데트르,11
가평군,하늘땅별땅,11
서울특별시,장수족발,11
가평군,가평힐링캠프,24
NaN,롯데마트 제타플렉스점,10
서울특별시,서울청년센터 동대문오랑,3
서울특별시,명동할머니국수 청계광장점,11
파주시,파주출판도시,3
서울특별시,잼라운지,3
NaN,더리버사이드호텔,24
안성시,스포츠몬스터 안성점,5
구리시,롯데아울렛 구리점,4
서울특별시,은성횟집,4
화성시,신의주순대와쭈꾸미 동탄역점,11
인천광역시,인천화교역사문화관,2
인천광역시,센트럴파크역 인천1호선,9
서울특별시,천상가옥,11
춘천시,고목,11
서울특별시,오늘그대와 익선점,11
NaN,민속떡방아간,4
용인시,에버랜드 카니발광장,6
용인시,춘천닭갈비,11
서울특별시,올림픽공원 들꽃마루,1
서울특별시,CU 메이필드호텔점,10
서울특별시,수라빔 센트럴시티점,11
남양주시,힘찬장어,11
서울특별시,덤앤더머 홍대점,13
서울특별시,애슐리퀸즈 롯데백화점김포공항점,11
파주시,까페26애비뉴,11
서울특별시,진미분식,11
고양시,백송마을5단지풍림삼호아파트,21
서울특별시,업스테이지,3
고양시,"코오롱레이크폴리스III오피스텔(A,B동)",22
고양시,중남미문화원,2
NaN,송도아트센터,3
고양시,행주산성역사공원,1
제주특별자치도,여주보,1
수원시,바른식생활교육체험관,13
서울특별시,러시아 케이크,11
평택시,으뜸50안경 평택점,4
인천광역시,랜드마크시티센트럴더샵아파트,21
울산광역시,가마솥 뼈다귀해장국,11
하남시,홍종흔베이커리 미사한강점,11
서울특별시,포포인츠 바이 쉐라톤 조선 서울명동,24
안양시,정우빌라,22
인천광역시,흥륜사,2
용인시,룰루랄라캠핑장,24
NaN,서락원,11
오산시,오산미니어처빌리지,3
인천광역시,띠오데산타바바라 멕시칸타코&그릴,11
고양시,레이지버거클럽 원흥점,12
안산시,경기해양안전체험관,13
NaN,홍정기참치,11
가평군,코미호미카페,11
의왕시,둥근상시골집,11
NaN,코리아나호텔 식당,11
수원시,상무초밥 수원역점,11
서울특별시,몽상클레르 반얀트리점,11
서울특별시,서울숲역 수인분당선,9
서울특별시,합정역 6호선,9
NaN,녹수계곡,1
서울특별시,가배도 삼청점,11
하남시,하남역사박물관,2
서울특별시,오라카이청계산호텔,24
서울특별시,MPX갤러리,3
NaN,사리골참치거리,4
서울특별시,영등포시장역 5호선,9
서울특별시,더피아1972,11
수원시,호작도,11
성남시,파크뷰아파트,22
서울특별시,플리퍼스 익선점,11
서울특별시,카페나무,11
서울특별시,롯데에비뉴엘 잠실점,11
성남시,러브이즈,24
남양주시,조안사계절찐빵만두,11
김포시,빵선생 샹그리나 파라다이스,11
고양시,행주국수,11
서울특별시,우미회전초밥 신당점,11
서울특별시,부띠끄경성,11
의왕시,스타벅스 의왕청계DT점,11
남양주시,팔당제빵소,11
공주시,정안알밤휴게소 천안방향,9
수원시,수원KT위즈파크,5
의정부시,파파스차이나,11
이천시,이천산수유마을,7
서울특별시,감성교복 롯데월드점,10
인천광역시,석암산수도사,2
연천군,미라클모텔,24
시흥시,오이도명물등대빵 2호점,11
서울특별시,동작역 4호선,9
수원시,카페메이븐,11
용인시,GS25 기흥롯데점,4
NaN,양평  우차네,10
NaN,백운계곡,1
구미시,선산휴게소 환승정류소(상행),9
서울특별시,테이블32,11
안양시,아침의캐슬,21
포천시,포천산정호수명성산 억새꽃축제,8
NaN,양평양떼목장,13
의왕시,이학순베이커리 백운호수점,11
파주시,파주 그라체호텔 금촌점,24
서울특별시,카페이마,11
김포시,르미에르더파티 김포점,11
서울특별시,호텔토마스 명동,24
서울특별시,타르타르 여의도점,11
서울특별시,섬진강추어탕,11
포항시,포항고속버스터미널,9
서울특별시,도마 유즈라멘,11
서울특별시,로이넷호텔 서울마포,24
가평군,노랑통닭 가평점,11
NaN,경기 김포시 고촌읍 아라육로152번길 169,24
NaN,양지촌,11
가평군,손짜장마을,7
서울특별시,을밀대 무교점,11
서울특별시,역전할머니맥주 서울독산점,4
NaN,멕시칸플레이트카페르떼,11
성남시,호텔야자 모란역점,24
포항시,포항양덕삼성쉐르빌아파트,21
서울특별시,호텔포코,24
서울특별시,메가MGC커피 청구역점,11
고양시,이차돌 일산식사점,11
서울특별시,가락몰,4
광주시,동동국수 본점,11
강릉시,강릉월화거리,4
김포시,대명항수산물직판장,4
NaN,베스트슬립 남양주점,10
NaN,유성금호고속터미널 앞 주차장,9
가평군,아토믹워터파크,1
전주시,대룡이네,21
성남시,아브뉴프랑 판교,4
서울특별시,해남닭집,11
수원시,봉수육,11
서울특별시,공군호텔,12
부산광역시,토요코인호텔 부산서면,24
안양시,공감팩토리,10
목포시,목포역,9
서울특별시,그랜드인터컨티넨탈 서울파르나스,24
인천광역시,베이크샵 켜켜이,4
서울특별시,아이러브신당동,11
가평군,호명산잣나무숲속캠핑장,24
부산광역시,해피토스트,11
NaN,"롯데백화점 본점 (Tom ford,Papyrus)",4
NaN,라벤따나,3
NaN,온따뜻한 솥밥,11
NaN,몽촌토성나들길,7
오산시,공차 오산시청점,11
NaN,프렌즈스크린 덕소점,5
서울특별시,소카모노,4
NaN,임진각관광지,3
NaN,용문산,1
화성시,대도곱창 동탄점,11
NaN,파사성,2
서울특별시,오라카이대학로호텔 4층 피트니스센터,5
서울특별시,더베일리하우스 삼성점,8
NaN,열화당 책박물관,2
포천시,더케이즈,24
NaN,도봉산,1
용인시,인생네컷 용인에버랜드1호점,6
서울특별시,카멜커피 도산2호점,11
NaN,액투(act2),11
서울특별시,이층양옥,11
서울특별시,더플레이스 잠실롯데백화점,4
서울특별시,미분당 신사점,11
인천광역시,별미지교 인천서구점,11
성남시,헬로오드리,11
NaN,과천청사 시민광장,8
서울특별시,창의문,2
NaN,오이도 바닷가,7
서울특별시,방이옥 본점,11
서울특별시,항정사이,4
NaN,강남역 스파오,4
서울특별시,블루가이 신촌점,10
용인시,황순옥옛날감자탕 본점,11
수원시,청명역 수인분당선,9
서울특별시,나인트리프리미어호텔 명동2,24
남양주시,약수촌가든,11
양평군,태성마트,10
서울특별시,고카페 용산아이파크몰점,11
화성시,S마트,4
NaN,통복시장,4
이천시,스타벅스 이천터미널점,11
NaN,셀레네호텔,24
NaN,해빈장,11
양평군,동아펜션,24
대구광역시,스타벅스 대구계산,11
서울특별시,평래옥,11
인천광역시,삼산주공미래타운1단지아파트,22
수원시,연무정식당,11
김포시,프롬하와이 김포라베니체점,11
서울특별시,유방녕 더현대서울점,11
양평군,소노휴 양평,24
수원시,파티웨딩유,12
서울특별시,꼴라보하우스 도산,3
인천광역시,신포닭강정,11
NaN,웨딩가구의거리,4
서울특별시,JK블라썸호텔,24
서울특별시,예스24라이브홀,3
광명시,뉴코아아울렛 광명점,4
용인시,째깍섬 한화용인센터,12
NaN,안다즈호텔 서울강남 수영장,6
김포시,아라김포여객터미널,9
NaN,보물섬글램핑,24
서울특별시,솔솥 망원점,11
용인시,금화마을5단지주공그린빌아파트,22
서울특별시,티노마드 모리,11
안산시,한양대학교 ERICA캠퍼스,7
광주시,곤지암리조트 L빌리지,24
서울특별시,잠실광역환승센터,9
서울특별시,정라멘,11
인천광역시,텍사스로드하우스,11
횡성군,횡성역,9
서울특별시,수바코 3호점,10
서울특별시,잔상,11
수원시,다전1973,11
서울특별시,바다양푼이동태탕 청량리점,10
수원시,콜링우드,11
양평군,도프커피,11
NaN,샹끄발레르,11
서울특별시,롯데마트 은평점,4
고양시,아쿠아필드 고양,6
서울특별시,백스트리트피자,11
광주시,예전한정식,11
NaN,새와참새,24
NaN,안성맞춤포도축제,8
서울특별시,자하슈퍼,4
서울특별시,고가빈커리하우스,11
서울특별시,서울로7017,7
서울특별시,천왕이펜하우스7단지아파트,22
NaN,srt수서,9
서울특별시,세실마루,2
서울특별시,저스티나,11
NaN,반포 한강공원,1
김포시,김포마스터비즈파크,23
NaN,강화도 에코스파펜션 & 글램핑,24
수원시,ABC마트 ST수원남문점,10
NaN,솥뚜껑김치삼겹살,11
서울특별시,신도림역 1호선,9
NaN,친한동생집,22
서울특별시,카페올두바이,11
서울특별시,학림다방,12
전주시,건지산이지움아파트,21
서울특별시,코스트코 상봉점,4
서울특별시,노보텔앰배서더 서울동대문호텔&레지던스 푸드익스체인지,11
고양시,카페준,11
서울특별시,남경오피스텔,22
파주시,나무와베이커리,11
양주시,양주휴게소,9
인천광역시,두리 버섯농원,13
용인시,한택식물원,6
NaN,금광저수지,1
서울특별시,여의도곱창,11
서울특별시,생어거스틴 성내점,11
NaN,서울책보고,3
NaN,카페피포에스,11
서울특별시,나이스웨더 마켓,4
이천시,비테스코 테크놀로지스 코리아,12
NaN,고기리막국수,11
서울특별시,악쓰는하마 코인노래연습장,4
NaN,어둠속의 대화,3
NaN,그레이프로젝트(CLO),4
인천광역시,ㅊa 차이나타운점,11
NaN,고인돌공원,1
서울특별시,명동칼국수 사당점,11
이천시,청목한정식,11
서울특별시,삼성역 2호선,9
서울특별시,CU 방이스타점,10
평택시,평택지제역,9
서울특별시,호텔부티크나인,24
서울특별시,허머스키친 삼성점,4
서울특별시,스타벅스 남영동,11
서울특별시,해밀칼국수&김밥,11
광주광역시,벽산블루밍메가씨티3단지아파트,21
청주시,청주북부터미널,9
서울특별시,도화서,11
서울특별시,연신내역 3호선,9
NaN,파평코스모스축제,8
안산시,포도밭할머니칼국수전문점,11
서울특별시,종로3가역 5호선,9
서울특별시,감성타코&그릴 합정점,11
서울특별시,청진옥 본점,11
NaN,준코노래타운,12
양주시,내마음의숲,1
인천광역시,골든호텔,24
NaN,행궁동벽화마을,7
서울특별시,동국대학교 서울캠퍼스,2
NaN,행당동 291-23,22
서울특별시,난포,11
NaN,부모님댁,22
NaN,엄마집,22
가평군,환타콜라리조트,24
양평군,양수면옥,11
서울특별시,왕손이네,11
서울특별시,인사미술공간,3
서울특별시,스마트원룸텔,24
하남시,e편한세상시티미사오피스텔,24
서울특별시,마포sk허브블루오피스텔,22
천안시,천안불당시티프라디움4차오피스텔,21
서울특별시,소문난성수감자탕,11
서울특별시,용산마루,11
서울특별시,당도,11
양주시,오핀베이커리 양주점,11
서울특별시,폴바셋 용산아이파크몰점,11
서울특별시,더숲초소책방,11
인천광역시,세컨디포레스트 송도점,11
서울특별시,이디야커피 충무아트홀점,11
NaN,중부수산시장,4
수원시,제일족발,11
서울특별시,만석꾼,11
서울특별시,도봉한신아파트,22
부천시,부천호수식물원 수피아,6
김포시,라베니체 마치에비뉴 2차,4
인천광역시,인천시민애집,2
서울특별시,이디야커피 노량진드림스퀘어점,11
서울특별시,파이키,11
NaN,신촌더이음63,22
NaN,엔제리너스북한산DI,11
NaN,핏제리아루카 본점,11
하남시,창모루,11
김포시,텍사스로드하우스 현대프리미엄아울렛 김포점,11
포천시,행복한캠핑바베큐장,13
수원시,연제네 수원인계점,11
서울특별시,손칼국수&손만두,11
서울특별시,더 가든키친,11
인천광역시,복사꽃피는집 청라점,11
광주시,양벌우림아파트,22
화성시,새싹동산 청려수련원,24
서울특별시,세종충무공이야기,3
이천시,스타벅스 이천사음DT점,11
강릉시,허난설헌생가터,2
NaN,수유리우동집 남대문점,11
서울특별시,을지로골목집,11
서울특별시,웅파이 공릉숲길점,11
서울특별시,고은빛여성병원,12
서울특별시,청운중학교,12
서울특별시,카페노티드 삼성,11
하남시,하남유니온타워,3
서울특별시,봇봇봇,11
이천시,덕평자연휴게소 인천방향,9
서울특별시,현대백화점 디큐브시티점,4
인천광역시,노을진캠핑장,24
NaN,친정집,22
가평군,동기간,11
서울특별시,호텔더디자이너스 종로점,24
서울특별시,이화여자대학교,4
서울특별시,호텔마리,24
서울특별시,언남중학교,12
NaN,소양강스카이워크,1
NaN,정무네장어집,11
NaN,정동진,11
안산시,365대부도캠핑시티,24
가평군,아침고요가족동물원,6
서울특별시,압구정탑바,12
인천광역시,셜록홈즈 부평점,12
서울특별시,스시지현,11
서울특별시,와룡공원,1
NaN,앤드밀 더현대서울점,11
서울특별시,머큐어 앰배서더 서울 홍대,24
서울특별시,아이센스리그PC방 응암오거리점,3
용인시,참치일번가,11
NaN,송도코마린웨스트보트하우스,5
김포시,커피빈 김포장기DT점,11
양산시,물금역,9
서울특별시,미스터스파 교대본점,24
서울특별시,원조원할매소문난닭한마리,11
NaN,Aube 오브,11
NaN,보정동카페거리_ ifing 이프아이엔지,4
NaN,서울광장,3
부천시,버거더심플,11
NaN,하늘공원 가는길,7
서울특별시,다발김치찌개 대학로점,11
인천광역시,와마트,10
서울특별시,송화산시도삭면 2호점,11
서울특별시,육회왕자연어공주 마곡발산점,11
NaN,던킨,11
NaN,하파크리스틴 팝업,10
NaN,구리전통시장,4
서울특별시,하이서울유스호스텔,24
서울특별시,셀리스도넛,11
서울특별시,대동황토방2차아파트,22
서울특별시,호우섬 더현대서울점,11
NaN,북한산,7
포천시,돌담집,11
하남시,위례호반써밋아파트,22
NaN,파주신세계프리미엄아울렛 전기차충전소(테슬라전용),4
서울특별시,콩예원,11
파주시,파주삼릉,2
의정부시,회룡역 1호선,9
가평군,가평군농협하나로마트 조종점,10
이천시,제일갈비,10
서울특별시,밀레니엄힐튼 서울,24
보령시,대천휴게소 서울방향,9
서울특별시,산두부집,11
서울특별시,무지개맥주,11
서울특별시,롯데리아 남부터미널점,11
서울특별시,맛있는김치찜&순두부 종로본점,11
의정부시,이마트 의정부점,4
가평군,풀빌라귀족펜션,24
부천시,역곡역 1호선,9
서울특별시,아모레 성수,13
고양시,일산칼국수 본점,11
NaN,Babershop,10
파주시,브런치빈 운정점,11
NaN,수원 No.25-화성행궁점,24
서울특별시,두끼떡볶이 건대점,11
수원시,수원월드컵경기장,5
NaN,어울림공원,1
수원시,북문유치회관,11
서울특별시,금호1차푸르지오아파트,22
양평군,용문역 경의중앙선,9
NaN,탑재산,1
화성시,카페헤이디,11
고양시,밥할머니공원,1
서울특별시,컴포즈커피 양천신곡점,11
NaN,임진각관광지 바람의언덕,1
수원시,탐스커버리 화성행궁점,11
NaN,설봉공원,1
인천광역시,드방르파크,11
서울특별시,송이하랑,11
청주시,봉명아이파크아파트,21
NaN,가람 레스토랑,11
NaN,기업도시정류소,12
서울특별시,로향양꼬치 서울대본점,11
여주시,빅토리아GC,5
서울특별시,이안만두,11
부천시,연그리다,11
성남시,춘향골,4
제주특별자치도,카루소,11
서울특별시,블랭크,11
안성시,안성맞춤랜드,8
서울특별시,파이리퍼블릭,11
서울특별시,티프,11
서울특별시,메밀집,11
NaN,경의선숲길공원,1
가평군,가평터미널,9
양주시,가나아트파크 어린이체험관,13
서울특별시,버거킹 반포고속터미널점,11
서울특별시,태릉입구역 7호선,22
고양시,소코아 일산점,11
파주시,류재은베이커리 본점,11
서울특별시,근현대사기념관,3
가평군,설악숯불닭갈비,11
파주시,나인블럭 출판도시점,11
서울특별시,선릉역 2호선,4
NaN,홍대앞걷고싶은거리,4
서울특별시,롯데시네마 도곡,3
수원시,수원종합운동장,8
NaN,외할머니댁,22
NaN,메이드인시카고피자,11
안성시,노브랜드버거 안성스타필드점,11
인천광역시,일광전구라이트하우스,11
화성시,동탄센트럴파크오피스텔,24
가평군,세라핌글램핑,24
가평군,까사노블풀빌라,24
서울특별시,LH서울양원1단지아파트,22
성남시,이매촌2단지한신아파트,21
서울특별시,크림라벨,11
완주군,이서휴게소 천안방향,9
NaN,수원화성 서장대,2
양평군,몽실식당,11
파주시,나인블럭 프로방스점,11
서울특별시,감성타코 광화문점,11
서울특별시,델리카한스 롯데호텔서울,11
구리시,인창도서관 주차장,9
구리시,아펜즈커피 구리점,11
가평군,허니시티,11
이천시,윤가네장원추어탕,11
서울특별시,더스크커피,11
수원시,삼성하이츠빌,21
서울특별시,피자몰 반포뉴코아아울렛점,11
가평군,본가신숙희진골막국수,11
수원시,굿빈스커피 권선중앙점,11
NaN,수원화성 북동포루,2
시흥시,시흥신세계아울렛,4
서울특별시,낙산공원,1
NaN,광화문광장 세종대왕동상,3
광주시,골목집소머리국밥,11
화성시,화성상록GC,5
용인시,교동면옥,11
인천광역시,인천스테이호텔,24
NaN,파주헤이리마을 미지로의탐험,13
수원시,GS25 고색밸리점,22
가평군,가평잣소라네농원,10
안양시,KFC 안양일번가점,4
NaN,이태원 옷가게,4
춘천시,춘천막국수,11
서울특별시,웨스틴조선서울 아리아,11
용인시,에버랜드 라시언메모리엄,10
인천광역시,노브랜드버거 부평역점,11
NaN,대명항그집,11
양평군,라팡드포레펜션,24
서울특별시,서울도시건축전시관,3
서울특별시,카몽,11
양주시,필룩스조명박물관,2
서울특별시,극동아파트,21
수원시,GS25 수원행리단길점,10
이천시,논스페이스,11
NaN,토가,11
수원시,소문난김밥,11
광명시,곱분이곱창 광명역점,11
NaN,보타니카바이선리,11
용인시,아스트로호텔,24
대전광역시,무지개아파트,21
인천광역시,린치핀,11
서울특별시,치르치르&뉴욕야시장 명동본점,11
고양시,베리굳베이글,11
부천시,스타벅스 부천심곡DT점,11
하남시,이마트트레이더스 스타필드하남점,4
서울특별시,어쩌다산책,10
수원시,잇타이플러스,11
NaN,광진시장,4
NaN,소래포구 해오름광장,4
고양시,라페스타,4
구리시,올리브영 구리수택사거리점,4
수원시,화성게스트하우스,24
서울특별시,와이키키 비치펍,11
인천광역시,차이나타운 공영주차장,9
NaN,고삐251,11
서울특별시,스타벅스 올림픽공원남문점,11
인천광역시,맘모스회센타 2호,11
NaN,거북섬,7
NaN,부모님 댁,22
서울특별시,화곡푸르지오아파트,22
양평군,양서농협하나로마트 본점,10
NaN,송리단길,4
인천광역시,아피네오프닝포트,12
수원시,시티파크PC방,12
NaN,동대문크레페,11
서울특별시,용산역 1호선 + 용산역 롯데리아,9
서울특별시,잘빠진메밀 익선동점,11
서울특별시,목원의서촌가락,11
서울특별시,복합문화공간야시시,11
NaN,안흥지,1
가평군,퇴근길,11
파주시,오블라디풀빌라,24
인천광역시,오크우드프리미어 인천,12
인천광역시,계양칼국수,11
서울특별시,위크레페,4
NaN,H호스텔,24
화성시,전곡항마리나,4
서울특별시,하오호텔,24
서울특별시,비공,11
NaN,서울한양도성 흥인지문구간,2
양평군,메밀촌 두부마을,7
양주시,양주패밀리캠핑장,24
서울특별시,와인웍스 현대백화점 무역센터점,11
포천시,아트밸리 자작나무,11
여주시,남한강썬밸리호텔,24
서울특별시,뚝섬역 2호선,9
서울특별시,예성라온팰리스오피스텔,22
서울특별시,동빙고,11
서울특별시,워커힐길,7
부천시,팰리스카운티아파트,22
광명시,라까사호텔 광명,24
서울특별시,남산야외식물원,6
의정부시,의정부역 행복로,4
NaN,루리스-당산동1가 429,13
서울특별시,목동효성아파트,21
양주시,오랑주리,11
NaN,연천당포성,2
서울특별시,오라카이대학로호텔 탕초루,11
수원시,사심 행리단길 직영점,11
서울특별시,서울교복,10
아산시,온양온천역 1호선,9
포천시,BHC치킨 포천일동점,11
부천시,방탈출버스티드,13
광주시,배연정소머리국밥,11
서울특별시,야키토리 엔,11
서울특별시,르쁘띠푸 홍대본점,11
양평군,공차 양평점,11
NaN,흔들바위,2
NaN,호두과자 천안서울휴게소,9
서울특별시,롯데콘서트홀,3
NaN,남산옛길,7
시흥시,조개브라더스,11
서울특별시,플로미니케이크,10
수원시,서울페이스트리 행궁점,11
서울특별시,픽커스 망원점,10
서울특별시,온달집 본점,11
서울특별시,명문,21
서울특별시,미도인 성수,11
성남시,스포애니 수내점,5
가평군,가평프리미엄키즈풀빌라,24
화성시,명품구제창고형매장,10
서울특별시,을지다락 도산공원,1
NaN,청명역 수인분당선 1번출구,9
NaN,핑고네일(구 라곰네일),4
서울특별시,서울골뱅이북어구이,11
안산시,노브랜드버거 안산중앙점,11
인천광역시,계양하우스토리2차아파트,21
서울특별시,강남교자 중계홈플러스점,11
서울특별시,오우도,11
NaN,경기도 수원시 팔달구 중동 49-3,24
과천시,빨간떡볶이샵,11
서울특별시,통툰 영등포점,12
양평군,카페하날,11
여주시,한강3경 이포보전망대,1
부천시,두리식자재마트 송내점,10
NaN,신림동 건강한식당 수제돈까스,11
서울특별시,쓰리팝PC,12
NaN,참,11
NaN,주록계곡,1
광주시,GS25 곤지암리조트점,10
대구광역시,루오호텔,24
파주시,대한불교 조계종 심학산 약천사,2
서울특별시,해운빌딩,23
고양시,도담곤드레한정식,11
광주시,토담,11
파주시,문산자유시장,4
NaN,산정호수빵명장,11
의정부시,88로타리집,11
서울특별시,베르2모텔,24
청주시,청남대만남의광장휴게소,9
서울특별시,북촌손만두 동대문역사문화공원점,11
남양주시,봉선사동종,2
포천시,호수가의아침,24
수원시,마이홈오피스텔,22
양평군,블랙밤부,11
서울특별시,롯데면세점 월드타워점,10
고양시,현대썬앤빌오피스텔,24
양평군,은행나무식당,11
NaN,루다(luda),11
서울특별시,이상의집,2
NaN,서울숲공원 가족마당,1
하남시,아쿠아필드 하남,4
서울특별시,아트원씨어터,3
인천광역시,안스베이커리 송도점,11
양주시,안상철미술관,3
서울특별시,더달달,11
서울특별시,할랄가이즈 홍대점,11
양평군,카페 채터,11
포천시,한탄강 지질공원센터,1
서울특별시,그랜드워커힐서울 빛의 시어터,3
서울특별시,이미스 성수,10
서울특별시,쎈스프래그런스,10
서울특별시,퀸비코인노래연습장 신도림역점,12
서울특별시,대화정진짜해장국,11
군포시,AK플라자 금정점,4
