SIDO_NM,VISIT_AREA_NM,VISIT_AREA_TYPE_CD
제주특별자치도,태공식당,11
제주특별자치도,안녕성산,1
NaN,잔물결,11
여수시,꽃섬민박,24
NaN,수평선문어빵굽는문빵구,11
제주특별자치도,오조바닷가책방,12
제주특별자치도,오가닉제주,10
제주특별자치도,고씨주택,2
인천광역시,스테이노을,24
제주특별자치도,전망좋은게스트하우스,24
제주특별자치도,GS25 곽지해변점,10
제주특별자치도,파리바게뜨 제주화순점,11
제주특별자치도,봄날,11
제주특별자치도,풍원정인국수,11
제주특별자치도,갈치옥 함덕,11
NaN,그냥 하르방,12
제주특별자치도,흑돼지해물삼합 서귀포점,11
NaN,마니산,1
신안군,김대중대통령생가,3
NaN,동진충무김밥,11
서울특별시,스타벅스 방화DT,11
통영시,유어커피,11
제주특별자치도,씨힐,11
제주특별자치도,물의도시 베니스랜드,1
제주특별자치도,세화마구간,11
제주특별자치도,자리돔횟집,11
NaN,남문펠리스 횟집,11
제주특별자치도,칸스,11
제주특별자치도,짱구분식,11
제주특별자치도,잔디공장,11
제주특별자치도,엘플로리디타,11
제주특별자치도,오션스타콘도,24
제주특별자치도,제주락,24
제주특별자치도,귤향체험농장,13
제주특별자치도,봉추반점,11
통영시,오이소꿀빵,11
제주특별자치도,유채꽃프라자,1
NaN,마커스마운틴민박,24
NaN,정물오름,13
제주특별자치도,빛나는주유소,10
제주특별자치도,슬랩,11
제주특별자치도,올드패션,11
제주특별자치도,애월당,11
NaN,새꽃마을뜨란채1단지,22
제주특별자치도,위이,11
NaN,형제해안도로,7
제주특별자치도,카카오프렌즈 제주프리미엄전문점,10
NaN,디앤디파트먼트제주,10
제주특별자치도,제주삼춘네전복김밥,11
제주특별자치도,에이바우트커피뷰 하귀포구점,11
제주특별자치도,또또공간,11
NaN,마곡8공영주차장,9
제주특별자치도,빕스 프리미어 제주점,11
제주특별자치도,제주아라KCC스위첸아파트,21
제주특별자치도,가시리마을4.3길센터,3
제주특별자치도,올래국수 서귀포점,11
제주특별자치도,오라스테이,24
거제시,에그몽키,11
제주특별자치도,핀크스비오토피아,24
제주특별자치도,해와달그리고섬,11
NaN,ALICE42,11
제주특별자치도,춘자네집,11
NaN,백길해변수림대 생태공원,1
거제시,프래밀리풀빌라호텔,24
강릉시,대일모텔,24
제주특별자치도,이호체험배낚시,13
제주특별자치도,제주롱비치펜션,24
인천광역시,강화고인돌공원,1
제주특별자치도,부르네스테이,24
제주특별자치도,가시코너국수,11
울릉군,울릉도 바닷가 상일펜션,24
제주특별자치도,제주드림타워 차이나하우스,11
제주특별자치도,표선갈치어장,11
제주특별자치도,숙성도,11
제주특별자치도,면주막,11
제주특별자치도,테우,11
제주특별자치도,착한갈치,11
제주특별자치도,서진향해장국 성산점,11
제주특별자치도,CU 제주신화빌라스점,10
인천광역시,사계절우리집펜션,24
제주특별자치도,초원게스트하우스,24
제주특별자치도,봉봉,11
제주특별자치도,만월당,11
제주특별자치도,제주신화월드 스카이온파이브다이닝,11
제주특별자치도,한마음조림식당,11
제주특별자치도,다이소 제주세화점,4
NaN,미르빌 펜션 앤 리조트,24
제주특별자치도,수리코,11
NaN,네스트호텔 인피니티풀/스파,6
제주특별자치도,피노호텔,24
제주특별자치도,케이제주씨워킹,5
제주특별자치도,고토커피바,11
제주특별자치도,미르게스트하우스,24
제주특별자치도,개똥이네농장,13
인천광역시,별미 정가네묵밥청국장,11
제주특별자치도,덕성식당,11
NaN,피자로,11
제주특별자치도,라운지38,11
제주특별자치도,단산사,2
제주특별자치도,제주남문교회,2
제주특별자치도,마메르,24
제주특별자치도,블루렌트카,10
통영시,통영농협 하나로마트 욕지점,10
제주특별자치도,메종드베니,11
인천광역시,오봉랭삼 부평점,11
NaN,코지베이킹랩,13
NaN,제주칠성로,4
제주특별자치도,해녀와바다,11
제주특별자치도,수스테이,24
NaN,더그랜드 섬오름 호텔,24
제주특별자치도,제원칼집 별관,11
제주특별자치도,제주따이,11
제주특별자치도,르메인호텔,24
인천광역시,오션스카이펜션,24
NaN,올레길 3-A코스(온평-표선 올레),7
제주특별자치도,제주앞바다횟집,11
서울특별시,육첩반상 김포공항점,11
NaN,쇠물깍,2
제주특별자치도,제주기와,11
제주특별자치도,카페주디,11
제주특별자치도,면차롱,11
제주특별자치도,청담지민,10
NaN,해녀마켓(법환동해녀물질체험장),13
제주특별자치도,더바당,11
제주특별자치도,닥그네할망,11
제주특별자치도,호텔스카이파크 제주1호점,24
인천광역시,블루힐펜션,24
NaN,우도근고기,11
안산시,김앤김,11
NaN,궁평리해수욕장,1
제주특별자치도,마농치킨중앙통닭 3호점,11
제주특별자치도,일품순두부 세화점,11
제주특별자치도,애월 펜션,24
제주특별자치도,탑스텐빌라드애월 제주,24
제주특별자치도,CU 서귀포송산점,10
제주특별자치도,세븐일레븐 제주우도천진항점,10
제주특별자치도,까떼커피,11
제주특별자치도,우리두리,11
제주특별자치도,크랩통 신화월드점,11
NaN,제주밭담테마공원,6
인천광역시,마시안해변,1
NaN,Cu 편의점,10
제주특별자치도,수르르,11
제주특별자치도,제주감성소품,10
NaN,통구미터널,12
제주특별자치도,낭만화로구이,11
제주특별자치도,보말보말,11
NaN,세화오일장,4
제주특별자치도,흑돈퍼주는집,11
제주특별자치도,에이바우트스타디움,11
사천시,씨맨스,11
통영시,통영시립박물관,2
제주특별자치도,카페유디에이,11
NaN,피슈마라홍탕 서귀포점,11
부산광역시,헤일리,11
제주특별자치도,바다어멍,11
완도군,장보고기념관,2
NaN,협재해수욕장 야영장,24
제주특별자치도,우돈향,11
NaN,신창해안풍차도로 주차장,9
NaN,한라산둘레길 안내센터,7
제주특별자치도,귤품은흑돼지 제주공항점,11
제주특별자치도,올리브영 제주하귀점,10
청주시,미소랑오피스텔,21
NaN,용마마을,7
제주특별자치도,메르블루호텔,24
NaN,석포일출전망대,2
제주특별자치도,포도바당,11
제주특별자치도,이레 용담점,11
창원시,CNN호텔,24
제주특별자치도,선명전복돌솥전문점,11
제주특별자치도,카페쌀쌀,11
NaN,카페포도,11
제주특별자치도,디자인에이비,4
NaN,송악산 인증센터,13
인천광역시,불티나조개구이,11
NaN,돌담위에토끼,11
제주특별자치도,오크라,11
NaN,친정 엄마집,22
인천광역시,영종대교휴게소,9
NaN,봄날카페 및 애월 주변 바다 구경,11
NaN,일몰해안도로,1
제주특별자치도,제주힐링스쿠터,12
제주특별자치도,빽다방 제주애월좋은마트점,11
제주특별자치도,까사로마호텔,24
NaN,한수리방파제,1
제주특별자치도,카페봄봄 제주516점,11
제주특별자치도,올레칠돈,11
제주특별자치도,올리다버거,11
제주특별자치도,담돌국수,11
서울특별시,은평뉴타운폭포동힐스테이트아파트,21
제주특별자치도,조르지네이상한가게,11
제주특별자치도,유코식당,11
제주특별자치도,괸당집 함덕점,11
제주특별자치도,애월더서,22
제주특별자치도,오리지날로맨스,11
NaN,서귀포항,1
여수시,구이구이식당,11
제주특별자치도,빨간집 성산점,11
화성시,제부마리나,1
NaN,병풍도,1
제주특별자치도,달콤아재,11
제주특별자치도,꽃밥,11
제주특별자치도,표선해수욕장 야영장,1
제주특별자치도,팀버하우스,24
제주특별자치도,카카오패밀리,10
제주특별자치도,코아루아파트,22
NaN,연희로,23
인천광역시,공가네,10
제주특별자치도,탑부평 흑돼지거리본점,11
NaN,친구 독채,22
제주특별자치도,구이사이식당,11
제주특별자치도,명랑스낵,11
NaN,멧돌식당,11
제주특별자치도,해안도로입구 금릉동쪽방면,7
제주특별자치도,김만덕객주,2
제주특별자치도,두가시앤오가니끄,11
제주특별자치도,나즈온,24
제주특별자치도,어승생승마장,13
제주특별자치도,에그인선셋,11
제주특별자치도,리하우스,24
의정부시,금오주공그린빌9단지아파트,21
제주특별자치도,신세계사이먼 제주프리미엄전문점,4
서울특별시,금바위감자탕 가락본점,11
제주특별자치도,제주인하우스펜션,24
제주특별자치도,베니르모텔,24
제주특별자치도,장원삼계탕,11
제주특별자치도,한라전복,11
시흥시,멀그래놀라 그릭요거트 배곧점,13
제주특별자치도,대포해송횟집,11
제주특별자치도,샵제주,10
제주특별자치도,봉주르마담,11
제주특별자치도,매리미하우스,24
인천광역시,지개골동태탕,11
제주특별자치도,비수기애호가,11
NaN,우영우 촬영지,2
제주특별자치도,월영사계,24
NaN,하마비 고인돌유적지,2
제주특별자치도,굿우드무드,10
NaN,빠스타스 어진점,11
제주특별자치도,유채꽃길에머문시간펜션,24
제주특별자치도,브리즈베이호텔,24
제주특별자치도,마농치킨 2호점,11
NaN,구엄옛등대,2
NaN,박수기정,1
제주특별자치도,모던돔베,11
NaN,제주벨미,10
제주특별자치도,럭키유,10
제주특별자치도,서귀포칼호텔 살레,24
거제시,거제옥포대첩 기념공원,1
제주특별자치도,제주의계절,11
제주특별자치도,서실리책방,10
서울특별시,사보이시티잠실오피스텔,22
제주특별자치도,캐슬렉스제주,5
NaN,함허동천,1
제주특별자치도,중문통나무펜션&리조트,24
제주특별자치도,하귀농협 장례식장,4
제주특별자치도,설문대여성문화센터,3
제주특별자치도,하영담아,13
제주특별자치도,뮤직코인,12
제주특별자치도,만선바다,11
제주특별자치도,산지해장국 노형직영점,11
제주특별자치도,검은노루,11
NaN,친지집 숙소,22
NaN,신산공원,8
제주특별자치도,표선해비치갓더라면,11
제주특별자치도,통큰낙지 서귀포점,11
제주특별자치도,한아름식당,11
제주특별자치도,영육일삼,11
NaN,엉내공원,1
여수시,여수엑스포여객선터미널,9
제주특별자치도,금강엘피스빌,22
NaN,성산 오조 지질 트레일,13
NaN,논짓물해변,1
제주특별자치도,에이바우트커피 아이파크점,11
제주특별자치도,탑동수산시장,4
NaN,소안도,1
제주특별자치도,미스칠,11
제주특별자치도,서광서리마을운동장,8
제주특별자치도,캠핑트렁크 제주점,10
제주특별자치도,남쪽마녀의레시피,11
NaN,5.16도로숲터널,1
NaN,감귤따기체험장,13
거제시,더스타거제옥포점,10
제주특별자치도,멘도롱돈까스,11
NaN,제주 지역축제 (수목원길 야시장),8
제주특별자치도,돈이랑 성산점,11
제주특별자치도,스테리나잇제주펜션,24
제주특별자치도,탐나게,11
인천광역시,진로식당,11
제주특별자치도,넥스트도어,12
여수시,라테라스리조트앤스파 키즈워터파크,13
청주시,메시야,11
제주특별자치도,새미동산,13
인천광역시,마호가니 강화점,11
제주특별자치도,꾼짬뽕,11
NaN,목포역 걷고 싶은 빛의거리,4
서울특별시,빌라드샬롯 김포공항국내선청사3층점,11
서울특별시,방화2차월드메르디앙아파트,22
NaN,최남단 해안로 부근 캠핑,12
제주특별자치도,토리노카페,11
제주특별자치도,영실주차장,9
여수시,웅천자이더스위트,22
제주특별자치도,맛집칼국수,11
제주특별자치도,성산일출도서관,3
제주특별자치도,도련감귤나무숲,13
통영시,통영수산과학관,3
NaN,카페 숑,11
NaN,서광동리곶자왈생태탐방로,7
NaN,맥파이 브루어리,11
NaN,인생네컷 제주인생트레일러점,13
제주특별자치도,신산리마을카페,11
NaN,입산봉,1
제주특별자치도,소쿠리,11
제주특별자치도,서귀포예술의전당,3
제주특별자치도,판포미인,11
제주특별자치도,호텔위드 제주,24
제주특별자치도,이후북스 제주,10
NaN,한스푼,11
제주특별자치도,협재화덕 도나토스 DONATO'S,11
NaN,대가야,11
제주특별자치도,구르메스시,11
제주특별자치도,크랙온,13
제주특별자치도,게리가,11
제주특별자치도,명당양과 본점,11
제주특별자치도,떡하니,11
제주특별자치도,우도사람들렌트,5
제주특별자치도,요레,11
제주특별자치도,한라축산정육식당,11
제주특별자치도,북촌에가면,11
서울특별시,약수하이츠아파트,21
NaN,GS25,9
제주특별자치도,가파도용궁정식,11
여수시,노블관광호텔,24
인천광역시,97도씨해물칼국수 영종본점,11
인천광역시,잔잔한식탁,11
안양시,안양임곡휴먼시아아파트,22
제주특별자치도,남문 숯불바베큐엔치킨 일도직영점,11
서울특별시,더스카이파킹 김포공항점,12
제주특별자치도,백패커스빌라,24
인천광역시,마시안홍도회집,11
제주특별자치도,곱뜨락아띠,13
NaN,신산포구,9
NaN,올바른면옥,11
NaN,두모방파제,1
인천광역시,대한성공회 온수리성당,2
제주특별자치도,카페월령,11
NaN,오조항,12
NaN,이수도 세자매 아일랜드,24
NaN,한라산국립공원 성판악탐방로-관음사코스,7
목포시,영란횟집,11
NaN,월령리 443-5,1
NaN,해거름전망대카페,11
NaN,Dotdot제주,11
NaN,검은오름,1
제주특별자치도,고집돌우럭 중문점,11
NaN,제주 야자원,24
제주특별자치도,메이플해피하우스,24
전주시,스타벅스 전주호성DT,11
제주특별자치도,중문미향해장국 본점,11
제주특별자치도,몰돗,11
NaN,신선대,1
인천광역시,GS25 S계양역점,9
제주특별자치도,서귀포월드컵리조트,24
NaN,제주 봄날 카페,11
제주특별자치도,태하횟집,11
NaN,제주올레길 3코스-b(표선해수욕장),7
NaN,종달리 고망난돌 쉼터,1
울릉군,독도의용수비대기념관,2
NaN,쇠소깍 인증센터,13
인천광역시,휠프렌즈 신도점,5
제주특별자치도,호텔홀라인 제주협재점,10
NaN,함덕서우봉해변,7
NaN,한라산 해발 1000m 표지석,1
제주특별자치도,항구식당,11
제주특별자치도,데코보코,11
순천시,팔도가마솥소머리국밥,11
제주특별자치도,백수당,11
제주특별자치도,똣똣,11
서울특별시,개화역 광역환승 주차장,9
NaN,부모님집 방문,22
거제시,배말칼국수김밥 거제학동점,11
제주특별자치도,석볶이,11
제주특별자치도,사회복지법인남국원,22
제주특별자치도,금능이모네,11
제주특별자치도,라인업서프 하도,5
제주특별자치도,그림포레스트,3
NaN,세븐일레븐 화순리점,10
통영시,나랫등소매점,11
제주특별자치도,SARI 소품샵 사리 슈즈 상예상점,10
제주특별자치도,에곤,11
제주특별자치도,녹원호텔,24
거제시,앤화이트펜션,24
제주특별자치도,바라크라펜션,24
제주특별자치도,소낭게스트하우스 2호점,24
제주특별자치도,카페을리,11
제주특별자치도,제주돗,11
제주특별자치도,다올김밥분식,11
여수시,리움스파호스텔,24
군산시,선유도짬뽕,11
태안군,아일랜드리솜 오아식스선셋스파,6
제주특별자치도,효돈수제돈까스,11
제주특별자치도,김약국,10
제주특별자치도,감초식당,11
제주특별자치도,제미니국수,11
제주특별자치도,감성돈 제주협재점,11
NaN,비자림로를 거쳐 해질녘에 하늘이 예쁜 도로 드라이브,12
NaN,더본호텔,24
통영시,통영바다52,24
인천광역시,현대오일뱅크직영 영종셀프주유소,10
울릉군,은하반점,11
제주특별자치도,농업회사법인고도농원,5
제주특별자치도,서귀포층 패류화석산지,1
제주특별자치도,이금돈지,11
제주특별자치도,마레보비치호텔,24
제주특별자치도,산굼 부리분화구 대형주차장,9
통영시,항남우짜,11
NaN,올레길 7-1코스(월드컵경기장-서귀포 올레),7
거제시,오션블루 거제휴게소,9
제주특별자치도,아살람레스토랑,11
제주특별자치도,돈내코로타리김밥,11
제주특별자치도,함덕푸른밤,24
NaN,큰노꼬메오름,1
고양시,후곡마을16단지동아코오롱아파트,21
제주특별자치도,우도해양도립공원,1
제주특별자치도,제주돌문화공원,1
제주특별자치도,퍼시몬,11
제주특별자치도,섭지해녀의집,11
NaN,일출식자재마트,10
제주특별자치도,구피풋,13
제주특별자치도,도리관광농원,11
안산시,레드스카이펜션,24
제주특별자치도,화고,11
제주특별자치도,제주기념품가게 올레파머스 함덕,4
제주특별자치도,표선칼국수,11
제주특별자치도,새왓댁 1호점,21
NaN,퍼플섬 (새우 축제장),8
제주특별자치도,하도1558,24
안양시,맥도날드 안양비산DT점,11
인천광역시,셀렉토커피 인천주안역점,11
남해군,스테이남해펜션,24
제주특별자치도,보배쌤보리김치와게장 함덕점,11
제주특별자치도,바당샌드,11
NaN,퍼스트플로어,11
제주특별자치도,제주등대아구찜,11
인천광역시,강화자연사박물관,2
제주특별자치도,설농옥,11
제주특별자치도,HAN컬렉션,4
제주특별자치도,마리조아 중문점,11
NaN,심봉사도로케 김포대곶점,11
제주특별자치도,함덕산티아고게스트하우스,24
제주특별자치도,김녕해녀촌,11
NaN,병술만어촌체험마을,13
제주특별자치도,점보네게스트하우스,24
제주특별자치도,나이롱책방,10
제주특별자치도,대정농협 하나로마트,10
제주특별자치도,곽지식당,11
순천시,동백카츠 호수공원점,10
제주특별자치도,비어수다,11
NaN,서현역공항버스정류장,9
제주특별자치도,마로호스텔,24
NaN,윗세오름,1
제주특별자치도,해녀고기,11
인천광역시,온수성당,2
제주특별자치도,호텔시드니,24
NaN,카페 하와,11
제주특별자치도,삼일식당,11
제주특별자치도,이듸포차,11
NaN,다이어리펜션,24
제주특별자치도,ODE Music Bar 오드,11
울릉군,아라호텔,24
제주특별자치도,카페쿠이,11
제주특별자치도,투썸플레이스 제주노형오거리점,11
대구광역시,세븐일레븐 대구공항점,12
제주특별자치도,아모렉스,24
서울특별시,파스쿠찌 김포공항국내선점,11
무안군,청계시외버스정류장,9
NaN,긋모닝하우스팬선,24
NaN,한라산영실,1
제주특별자치도,롱사르,11
제주특별자치도,다래향 세화점,11
인천광역시,진고개돈까스,11
제주특별자치도,도도톳김밥,11
제주특별자치도,하루필름 애월점,11
NaN,CGV 제주,3
제주특별자치도,분식후경,11
제주특별자치도,콜린 제주,11
제주특별자치도,고집순두부,11
NaN,삼춘이야기,11
제주특별자치도,신창풍차전기자전거,5
인천광역시,황금수라 강화점,11
NaN,봉암해수욕장,1
제주특별자치도,기아오토큐 노형점,12
제주특별자치도,제주관덕정분식,11
거제시,짹짹커피,11
울릉군,맛집만원의행복,11
NaN,승봉도선착장,9
인천광역시,자바카라반,24
제주특별자치도,어반아일랜드호텔,24
제주특별자치도,섬고래,11
제주특별자치도,갈매기팸,11
제주특별자치도,군산오름 등산로 입구,7
제주특별자치도,차한모금,11
제주특별자치도,맥도날드 제주서귀포DT점,11
제주특별자치도,한라수목원 공영주차장,9
제주특별자치도,카페 뵤뵤,11
제주특별자치도,미풍해장국 서귀포점,11
NaN,배 (목포->제주),24
제주특별자치도,맘스터치 서귀중앙점,11
제주특별자치도,인디고인디드,11
제주특별자치도,제주브릭스,24
서울특별시,더에스에스타운,21
통영시,동피랑와팡,11
전주시,학인당,24
NaN,왕이메,13
NaN,승봉 블루 식당,11
제주특별자치도,리치망고 월정점,11
NaN,신례천생태로2코스,1
인천광역시,강화국수,11
제주특별자치도,삼도신미주택,22
NaN,탐라교육원 뒷편 숲,1
제주특별자치도,루트서프,5
거제시,유경식당,11
통영시,장안해물탕,11
울릉군,산마을식당,11
제주특별자치도,라라라,4
완도군,청산도게스트하우스,24
제주특별자치도,애월빵명장,11
제주특별자치도,소산도,11
제주특별자치도,동법사,2
제주특별자치도,사랑약국,10
제주특별자치도,해녀의태왁,13
NaN,그랜드 하얏트 제주 수영장,6
NaN,한라산 탐라계곡 목교,1
고흥군,고흥우주천문과학관,3
NaN,서귀포제일속내과,12
제주특별자치도,삼화석유 만남의광장주유소,10
NaN,트윗젤 김포공항점,11
NaN,양지암 조각공원,1
제주특별자치도,만달,10
제주특별자치도,불란서찐빵,11
제주특별자치도,일번렌트카,10
NaN,중문농협하나로마트,10
제주특별자치도,동남주유소,10
제주특별자치도,한라서적타운,3
제주특별자치도,정이가네,11
제주특별자치도,진미명가,11
NaN,부산광역시 강서구 명지국제5로 136번길 26,21
인천광역시,만선꽃게랑낙지,11
제주특별자치도,스시테이카이센동,11
제주특별자치도,폴카페,11
통영시,명가꿀빵,11
제주특별자치도,나드리마트,10
제주특별자치도,백한철꽈배기식빵,11
제주특별자치도,모퉁이옷장,4
NaN,황개천교,1
NaN,해동,7
제주특별자치도,정개,11
제주특별자치도,어제보다오늘,11
울릉군,울야식당,11
제주특별자치도,제주도 해녀세자매,11
NaN,대수산봉,1
서울특별시,목동롯데캐슬마에스트로아파트,21
서울특별시,신성아파트,22
부산광역시,마이빌,22
제주특별자치도,함덕농협 하나로마트,10
제주특별자치도,오설록티뮤지엄 서광차밭,1
제주특별자치도,제주로뎀나무펜션,24
인천광역시,하늘문화센터,3
제주특별자치도,솔루나x퍼머넌트베케이션,24
제주특별자치도,문문선,11
제주특별자치도,돗돗,11
NaN,덕포해수욕장,1
NaN,여문영아리,7
NaN,달리센트,10
NaN,덕진진,2
제주특별자치도,하늘래기교래국수촌,11
제주특별자치도,제주삼양동유적,2
제주특별자치도,뚜르셀프카페,11
제주특별자치도,돈내코주유소,10
NaN,대학로주차장,9
제주특별자치도,제주해조네보말성게전문점,11
제주특별자치도,카페숲숲,11
제주특별자치도,친구테이블,11
제주특별자치도,오롬마르,11
NaN,아베끄 그로서리,10
제주특별자치도,저지예술인마을,7
제주특별자치도,동명정류장,11
통영시,양지펜션,24
NaN,비밀의 숲,1
NaN,SK주차장,9
NaN,한림면 수원리 일대,7
제주특별자치도,조천수산,11
제주특별자치도,누이밥집,11
NaN,박석공원,1
제주특별자치도,아일랜드스톤,4
제주특별자치도,자고가게스트하우스,24
NaN,동네포차주민 제주대정점,11
제주특별자치도,카페동경앤책방,11
NaN,스너글,24
제주특별자치도,달1037,24
NaN,저지오름,7
제주특별자치도,전복죽일번가,11
제주특별자치도,호자,11
제주특별자치도,한림속 하루,24
제주특별자치도,헌마공신 김만일기념관,2
부산광역시,그린코아아파트,21
제주특별자치도,혜원,11
제주특별자치도,돈돈,11
인천광역시,빽다방 영종운서역점,11
제주특별자치도,금돈가,11
NaN,고내포구,9
제주특별자치도,위미타임,24
NaN,산방산 아래 해안가,7
NaN,세계유산축전 돌과 새생명의 길 (월정리),8
제주특별자치도,팜파스 갈대정원,1
NaN,천사대교,9
광주광역시,국립공원공단 무등산생태탐방원,13
제주특별자치도,저지오름반점,11
NaN,백사장항,4
태안군,펜션아침바다,24
제주특별자치도,빽다방 서귀포하원점,11
NaN,뉴욕버거 김해공항점,11
제주특별자치도,제주곱,11
제주특별자치도,제주시농협 하나로마트 노형점,10
제주특별자치도,제주베스트힐,24
안산시,방아머리항 여객선터미널,9
제주특별자치도,버베나하우스,24
제주특별자치도,하귀가마솥순대국,11
목포시,인동주마을,7
제주특별자치도,비주비주 한림점,11
NaN,루스트플레이스칠성로점,11
통영시,꿀봉이,11
NaN,황금손가락산방산점,11
제주특별자치도,더나인스테이,24
NaN,인천영종도 버드플라잉 앵무새 야외 운동장 놀이터,12
NaN,비밀의화원스튜디오,13
제주특별자치도,흑돼지거리,4
제주특별자치도,리부아르,11
제주특별자치도,동복 해녀해산물직판장,2
제주특별자치도,호텔징크,24
제주특별자치도,서귀포강정골드클래스아파트,22
제주특별자치도,소이연가,24
제주특별자치도,노형집밥,11
제주특별자치도,탑텐 제주연동점,10
제주특별자치도,도두 주유소,12
제주특별자치도,캘리소프트서브 올레시장점,4
제주특별자치도,삼바리회센타,11
NaN,알레올레 할머니 차방,12
제주특별자치도,제주로움,11
거제시,옥수시장,4
제주특별자치도,산방산우리동네,11
NaN,미구엘슈발리에전시회,3
제주특별자치도,삼다수목장,5
수원시,한국1차아파트,22
울릉군,명품찹쌀꽈배기,11
제주특별자치도,삼춘반점,11
제주특별자치도,인피니티리조트,24
제주특별자치도,외도339,11
제주특별자치도,연동뜨레모아팰리스오피스텔,22
제주특별자치도,박물관은살아있다 제주중문점,2
제주특별자치도,공간인화,24
제주특별자치도,빈2020,11
제주특별자치도,산지해장국 성산점,11
울산광역시,태화강리버테라스오피스텔,21
거제시,세븐스타 코인노래방 거제고현점,3
제주특별자치도,마니주횟집,11
제주특별자치도,보름왓메밀밭,1
NaN,몽돌해수욕장과 매미성,1
제주특별자치도,제주신화월드 코인노래연습장,12
여수시,여수예술랜드 미디어아트 조각공원,1
남해군,백년유자 1호점,11
NaN,돌카롱,11
제주특별자치도,미스터피자 제주중앙점,11
제주특별자치도,제주로와게스트하우스,24
NaN,신염천하마라탕,11
남해군,워치유어스텝,11
제주특별자치도,다이소 제주시청점,12
제주특별자치도,영실국수,11
제주특별자치도,벌센트,10
제주특별자치도,세화갈비,11
NaN,서귀포 잠수정,5
제주특별자치도,신가네짬뽕,11
제주특별자치도,해녀마을쉼터,11
제주특별자치도,바르왓,11
제주특별자치도,청송고기국수,11
NaN,올레길 10코스(화순-모슬포 올레),7
하남시,하남감일스윗시티1단지아파트,21
제주특별자치도,굿다이버,5
거제시,거제현관아,2
NaN,키치니토키친,11
제주특별자치도,제주살레공장,24
제주특별자치도,서귀포백돼지,11
NaN,제주시 남광로 206,21
제주특별자치도,카페신상,11
NaN,친척집가게 방문,22
제주특별자치도,씨사이드뷰2,24
NaN,동해아구,11
제주특별자치도,거로집,11
제주특별자치도,동홍힐링사우나,4
남해군,펠리스카페,11
제주특별자치도,함덕대박횟집,11
제주특별자치도,바이크제주,5
제주특별자치도,물꼬해녀의집,11
제주특별자치도,황해식당,11
제주특별자치도,블루핀,11
제주특별자치도,전원일기,11
NaN,도리산전망대,1
제주특별자치도,이런날엔,11
NaN,물영아리,7
제주특별자치도,토투가커피,11
제주특별자치도,촌따이함덕게스트하우스,24
안산시,사또횟집수산물직판사또조개구이,11
제주특별자치도,시키,11
NaN,타무라,11
고흥군,늘벗펜션앞 등대,7
울릉군,명이김밥,11
NaN,오스트로 카페,11
제주특별자치도,제주부영 청소년수련원,24
인천광역시,랑데자뷰 영종 구읍뱃터,12
서울특별시,오페라하우스아파트,21
제주특별자치도,어진이네횟집,11
통영시,하늘정원펜션,24
제주특별자치도,케이팝스타코인노래방,13
부천시,맥도날드 부천심곡DT점,11
NaN,달바위선착장주차장,9
NaN,성안올레길,7
NaN,새천년기념공원,1
NaN,산방산둘레길,7
제주특별자치도,창고96,11
목포시,레테커피,11
제주특별자치도,옹포83,11
NaN,천부항,9
통영시,영광횟집&해물탕,11
화성시,서해랑 제부도해상케이블카 제부정류장,6
NaN,해밀렌트하우스,24
제주특별자치도,올레시장 특산품판매장,4
서울특별시,김포국제공항 국제선,9
NaN,마리조아,11
제주특별자치도,CU 서귀월드컵로점,10
제주특별자치도,토토펜션,24
제주특별자치도,GS25 제주성산일출점,10
NaN,목리,11
제주특별자치도,클랭블루스테이,24
서울특별시,밤섬현대아파트,21
제주특별자치도,주민포차 대정점,11
NaN,로피 하우스,24
김포시,LH김포한강1단지,21
제주특별자치도,고산성당,2
거제시,거제도싱싱게장 장승포본점,11
울릉군,한국해양과학기술원 울릉도독도해양연구기지,5
제주특별자치도,에듀골드힐더클래식,22
NaN,이승악오름 주차장,9
제주특별자치도,초이당,11
제주특별자치도,수풍석박물관,2
여수시,여기어때,11
제주특별자치도,제주지방법원,23
제주특별자치도,틴더타운,24
인천광역시,폴바셋 영종도파라다이스시티점,11
고양시,성저마을2단지세경아파트,21
제주특별자치도,돈블랙 올레시장점,11
NaN,고등어회결사,11
제주특별자치도,인생곱창,11
제주특별자치도,서부농업기술센터,3
NaN,남도리쉼터,7
제주특별자치도,숨도,6
제주특별자치도,제주237,11
제주특별자치도,동굴리조트,24
제주특별자치도,나무이야기 남원점,24
제주특별자치도,뽀요요펜션카페,11
천안시,원앙마을부영1단지아파트,21
제주특별자치도,다정이네김밥 서귀포신시가지점,11
제주특별자치도,한라산국립공원 관음사탐방로 주차장,9
제주특별자치도,르토아베이스먼트,11
제주특별자치도,비스트로낭,11
NaN,조천읍 귤받,13
제주특별자치도,초밥충전,11
제주특별자치도,카페세탁쏘,11
제주특별자치도,이화호텔,24
제주특별자치도,남양수산,11
목포시,동부시장,4
제주특별자치도,돈까스튀기는서대리,11
NaN,성공회온수리교회,2
제주특별자치도,원조미풍해장국 본점,11
제주특별자치도,천하육회 시청점,4
남해군,일식면예찬,11
제주특별자치도,미유 애월점,10
제주특별자치도,퍼시픽펜션,24
양양군,포군,11
NaN,지인댁,22
제주특별자치도,더아일랜더,10
제주특별자치도,털보스협재밀,11
남해군,일마레펜션,24
제주특별자치도,제주소록,24
인천광역시,스페인마을 카페,11
거제시,거제관광모노레일,13
